ag_ppm,anomaly_id,as_ppm,au_ppm,below_detection,bi_ppm,cu_ppm,easting,interval_m,lab_id,northing,pb_ppm,project_area,sample_id,sample_type,sb_ppm,zn_ppm,,,,,
0.06,An1,31.7,0.01,FALSE,0.65,20.7,498463,,,28,1,1495,2143813,3.5,Shamkya,303,RC.BH32.028,rc,0.13,29,63
0.06,An1,18.8,0.01,FALSE,1.02,11.3,498463,,,29,1,1496,2143813,2.8,Shamkya,302,RC.BH32.029,rc,0.14,30,74
0.01,An1,0.2,0.005,TRUE,0.02,4.3,,,,,,1497,,15.8,Shamkya,,,rc,0.025,,4
0.03,An1,1.6,0.01,FALSE,0.16,12,498463,,,30,1,1498,2143813,3.4,Shamkya,301,RC.BH32.030,rc,0.1,31,47
0.03,An1,1.6,0.02,FALSE,0.33,5.4,498463,,,31,1,1499,2143813,2.6,Shamkya,300,RC.BH32.031,rc,0.12,32,31
0.03,An1,1.1,0.02,FALSE,0.26,5.5,498463,,,32,1,1500,2143813,4.8,Shamkya,299,RC.BH32.032,rc,0.13,33,61
0.06,An1,15.8,0.005,TRUE,1,11.3,,,,,,1501,,3.1,Shamkya,,,rc,0.16,,71
0.03,An1,0.7,0.005,TRUE,0.11,6.6,498463,,,33,1,1502,2143813,5.8,Shamkya,298,RC.BH32.033,rc,0.12,34,77
0.02,An1,0.6,0.005,TRUE,0.07,5.6,498463,,,34,1,1503,2143813,5.9,Shamkya,297,RC.BH32.034,rc,0.08,35,82
0.02,An1,1.1,0.005,TRUE,0.12,6.5,498463,,,35,1,1504,2143813,6.5,Shamkya,296,RC.BH32.035,rc,0.12,36,116
0.03,An1,0.8,0.005,TRUE,0.13,7.1,498463,,,36,1,1505,2143813,6,Shamkya,295,RC.BH32.036,rc,0.11,37,84
0.03,An1,1.2,0.005,TRUE,0.17,11,498463,,,37,1,1506,2143813,6.1,Shamkya,294,RC.BH32.037,rc,0.09,38,212
0.04,An1,2.3,0.005,TRUE,0.13,15.7,498463,,,38,1,1507,2143813,4.5,Shamkya,293,RC.BH32.038,rc,0.09,39,282
0.02,An1,0.6,0.005,TRUE,0.06,7.6,498463,,,39,1,1508,2143813,3.7,Shamkya,292,RC.BH32.039,rc,0.07,40,96
0.03,An1,0.8,0.005,TRUE,0.06,5.8,498463,,,40,1,1509,2143813,3.8,Shamkya,291,RC.BH32.040,rc,0.07,41,100
1.11,An1,12.6,0.8,FALSE,3.53,327,498873.265,,,2,1,1511,2144331.787,120,Shamkya,333.948,RC.BH33.003,rc,0.6,3,120
0.7,An1,12.6,0.44,FALSE,1.27,317,498873.265,,,3,1,1512,2144331.787,10.9,Shamkya,332.948,RC.BH33.004,rc,0.57,4,136
0.31,An1,47.1,0.22,FALSE,0.78,87.8,498873.265,,,4,1,1513,2144331.787,7.4,Shamkya,331.948,RC.BH33.005,rc,0.54,5,77
0.74,An1,40.9,0.93,FALSE,1.63,96.5,498873.265,,,5,1,1514,2144331.787,23.5,Shamkya,330.948,RC.BH33.006,rc,0.75,6,76
0.29,An1,5.7,0.1,FALSE,0.3,106.5,498873.265,,,6,1,1515,2144331.787,17.6,Shamkya,329.948,RC.BH33.007,rc,0.26,7,137
0.33,An1,1.6,0.05,FALSE,0.12,30.1,498873.265,,,7,1,1516,2144331.787,5.7,Shamkya,328.948,RC.BH33.008,rc,0.09,8,82
0.23,An1,1.8,0.07,FALSE,0.19,44.9,498873.265,,,8,1,1517,2144331.787,8.4,Shamkya,327.948,RC.BH33.009,rc,0.23,9,70
0.08,An1,2.1,0.03,FALSE,0.08,62.8,498873.265,,,9,1,1518,2144331.787,5.4,Shamkya,326.948,RC.BH33.010,rc,0.13,10,135
0.11,An1,2,0.06,FALSE,0.07,67.3,498873.265,,,10,1,1519,2144331.787,6.6,Shamkya,325.948,RC.BH33.011,rc,0.1,11,144
0.11,An1,2.7,0.04,FALSE,0.07,86.2,498873.265,,,11,1,1520,2144331.787,21.2,Shamkya,324.948,RC.BH33.012,rc,0.14,12,159
0.1,An1,1.8,0.03,FALSE,0.19,46.4,498873.265,,,12,1,1521,2144331.787,9.7,Shamkya,323.948,RC.BH33.013,rc,0.11,13,105
0.06,An1,0.9,0.01,FALSE,0.19,28.8,498873.265,,,13,1,1522,2144331.787,4,Shamkya,322.948,RC.BH33.014,rc,0.15,14,96
0.1,An1,1.3,0.02,FALSE,0.12,66.2,498873.265,,,14,1,1523,2144331.787,5.6,Shamkya,321.948,RC.BH33.015,rc,0.16,15,105
0.22,An1,2,0.01,FALSE,0.13,20,498873.265,,,15,1,1524,2144331.787,8.3,Shamkya,320.948,RC.BH33.016,rc,0.26,16,65
0.07,An1,2.7,0.005,TRUE,0.04,8.2,498873.265,,,16,1,1525,2144331.787,6,Shamkya,319.948,RC.BH33.017,rc,0.24,17,92
0.77,An1,36.3,0.95,FALSE,1.6,85.9,,,,,,1526,,20.8,Shamkya,,,rc,0.66,,78
0.12,An1,3.2,0.01,FALSE,0.06,15.6,498873.265,,,17,1,1527,2144331.787,6.1,Shamkya,318.948,RC.BH33.018,rc,0.24,18,96
0.07,An1,2.1,0.01,FALSE,0.06,6.2,498873.265,,,18,1,1528,2144331.787,4.7,Shamkya,317.948,RC.BH33.019,rc,0.16,19,92
0.06,An1,0.8,0.01,FALSE,0.05,5,498873.265,,,19,1,1529,2144331.787,4.3,Shamkya,316.948,RC.BH33.020,rc,0.13,20,66
0.07,An1,3.4,0.01,FALSE,0.04,4.9,498873.265,,,20,1,1530,2144331.787,4.3,Shamkya,315.948,RC.BH33.021,rc,0.19,21,82
0.11,An1,3.3,0.01,FALSE,0.06,9.1,498873.265,,,21,1,1531,2144331.787,5.9,Shamkya,314.948,RC.BH33.022,rc,0.25,22,72
0.06,An1,2.9,0.01,FALSE,0.07,4.4,498873.265,,,22,1,1532,2144331.787,5.1,Shamkya,313.948,RC.BH33.023,rc,0.17,23,75
0.04,An1,1.9,0.01,FALSE,0.08,4.5,498873.265,,,23,1,1533,2144331.787,5.2,Shamkya,312.948,RC.BH33.024,rc,0.09,24,127
0.02,An1,0.6,0.01,FALSE,0.04,2.7,498873.265,,,24,1,1534,2144331.787,5,Shamkya,311.948,RC.BH33.025,rc,0.06,25,69
0.02,An1,0.6,0.005,TRUE,0.1,14.4,498873.265,,,25,1,1535,2144331.787,4.8,Shamkya,310.948,RC.BH33.026,rc,0.05,26,121
0.01,An1,0.7,0.005,TRUE,0.11,3.3,498873.265,,,26,1,1536,2144331.787,3.6,Shamkya,309.948,RC.BH33.027,rc,0.07,27,123
0.01,An1,1.1,0.01,FALSE,0.09,2,498873.265,,,27,1,1537,2144331.787,2.9,Shamkya,308.948,RC.BH33.028,rc,0.07,28,107
0.03,An1,0.6,0.01,FALSE,0.05,1.4,498873.265,,,28,1,1538,2144331.787,4.3,Shamkya,307.948,RC.BH33.029,rc,0.07,29,101
0.03,An1,0.5,0.005,TRUE,0.05,4.4,498873.265,,,29,1,1539,2144331.787,4,Shamkya,306.948,RC.BH33.030,rc,0.07,30,98
0.03,An1,0.9,0.005,TRUE,0.12,23.1,498873.265,,,30,1,1540,2144331.787,3.7,Shamkya,305.948,RC.BH33.031,rc,0.09,31,126
0.02,An1,0.6,0.005,TRUE,0.04,3.8,498873.265,,,31,1,1541,2144331.787,2.7,Shamkya,304.948,RC.BH33.032,rc,0.07,32,100
0.02,An1,1,0.005,TRUE,0.04,2,498873.265,,,32,1,1542,2144331.787,2.7,Shamkya,303.948,RC.BH33.033,rc,0.07,33,125
0.02,An1,0.7,0.005,TRUE,0.03,1.6,498873.265,,,33,1,1543,2144331.787,2.8,Shamkya,302.948,RC.BH33.034,rc,0.07,34,120
0.02,An1,1.3,0.005,TRUE,0.03,1.4,498873.265,,,34,1,1544,2144331.787,3,Shamkya,301.948,RC.BH33.035,rc,0.08,35,117
0.03,An1,1.4,0.005,TRUE,0.06,11.2,498873.265,,,35,1,1545,2144331.787,5.1,Shamkya,300.948,RC.BH33.036,rc,0.1,36,49
1.4,An1,28.1,1.31,FALSE,3.35,31.4,498909.748,,,0,1,1546,2144331.658,26.6,Shamkya,336.872,RC.BH34.001,rc,0.29,1,55
0.01,An1,0.3,0.005,TRUE,0.03,1.9,,,,,,1547,,13,Shamkya,,,rc,0.05,,3
0.08,An1,8.9,0.15,FALSE,0.49,11.9,498909.748,,,1,1,1548,2144331.658,7.4,Shamkya,335.872,RC.BH34.002,rc,0.15,2,99
0.05,An1,1.4,0.01,FALSE,0.19,32.8,498909.748,,,2,1,1549,2144331.658,5.3,Shamkya,334.872,RC.BH34.003,rc,0.12,3,121
0.05,An1,5.5,0.01,FALSE,0.38,9.8,498909.748,,,3,1,1550,2144331.658,4.5,Shamkya,333.872,RC.BH34.004,rc,0.17,4,62
0.69,An1,28.6,3.63,FALSE,2.95,31.5,,,,,,1551,,27.4,Shamkya,,,rc,0.32,,55
0.06,An1,22.3,0.05,FALSE,2.25,19,498909.748,,,4,1,1552,2144331.658,6.1,Shamkya,332.872,RC.BH34.005,rc,0.35,5,36
0.05,An1,3.8,0.02,FALSE,0.53,26.4,498909.748,,,5,1,1553,2144331.658,9.4,Shamkya,331.872,RC.BH34.006,rc,0.13,6,116
0.06,An1,1.8,0.02,FALSE,0.32,11.4,498909.748,,,6,1,1554,2144331.658,5.7,Shamkya,330.872,RC.BH34.007,rc,0.15,7,71
0.03,An1,1,0.005,TRUE,0.38,12.9,498909.748,,,7,1,1555,2144331.658,3.4,Shamkya,329.872,RC.BH34.008,rc,0.11,8,94
0.02,An1,0.9,0.005,TRUE,0.07,5.4,498909.748,,,8,1,1556,2144331.658,4,Shamkya,328.872,RC.BH34.009,rc,0.1,9,120
0.04,An1,1,0.01,FALSE,0.1,9.7,498909.748,,,9,1,1557,2144331.658,4.2,Shamkya,327.872,RC.BH34.010,rc,0.1,10,103
0.02,An1,0.8,0.005,TRUE,0.09,6.8,498909.748,,,10,1,1558,2144331.658,3.4,Shamkya,326.872,RC.BH34.011,rc,0.11,11,113
0.03,An1,1,0.005,TRUE,0.06,12.6,498909.748,,,11,1,1559,2144331.658,3.5,Shamkya,325.872,RC.BH34.012,rc,0.11,12,111
0.03,An1,1.1,0.01,FALSE,0.07,7.9,498909.748,,,12,1,1560,2144331.658,3.1,Shamkya,324.872,RC.BH34.013,rc,0.1,13,111
0.05,An1,1.3,0.02,FALSE,0.13,20,498909.748,,,13,1,1561,2144331.658,3.7,Shamkya,323.872,RC.BH34.014,rc,0.14,14,93
0.03,An1,3,0.08,FALSE,0.23,40.6,498909.748,,,14,1,1562,2144331.658,3.5,Shamkya,322.872,RC.BH34.015,rc,0.15,15,90
0.06,An1,5.1,0.01,FALSE,0.65,47.4,498909.748,,,15,1,1563,2144331.658,6.2,Shamkya,321.872,RC.BH34.016,rc,0.18,16,116
0.05,An1,1.1,0.005,TRUE,0.15,10.2,498909.748,,,16,1,1564,2144331.658,3.7,Shamkya,320.872,RC.BH34.017,rc,0.1,17,103
0.05,An1,1.6,0.01,FALSE,0.12,7.2,498909.748,,,17,1,1565,2144331.658,3.1,Shamkya,319.872,RC.BH34.018,rc,0.13,18,70
0.2,An1,13.7,0.33,FALSE,1.34,60.7,498909.748,,,18,1,1566,2144331.658,9.2,Shamkya,318.872,RC.BH34.019,rc,0.36,19,52
0.58,An1,22.4,0.85,FALSE,3.17,247,498909.748,,,19,1,1567,2144331.658,48.4,Shamkya,317.872,RC.BH34.020,rc,0.63,20,85
0.18,An1,16.1,0.26,FALSE,0.97,169.5,498909.748,,,20,1,1568,2144331.658,13.9,Shamkya,316.872,RC.BH34.021,rc,0.3,21,93
0.15,An1,2,0.12,FALSE,0.24,44.2,498909.748,,,21,1,1569,2144331.658,11.8,Shamkya,315.872,RC.BH34.022,rc,0.28,22,82
0.11,An1,2.1,0.04,FALSE,0.16,27.2,498909.748,,,22,1,1570,2144331.658,12.1,Shamkya,314.872,RC.BH34.023,rc,0.18,23,69
0.1,An1,2.7,0.04,FALSE,0.28,54.1,498909.748,,,23,1,1571,2144331.658,8.5,Shamkya,313.872,RC.BH34.024,rc,0.16,24,69
0.03,An1,0.9,0.005,TRUE,0.07,10.6,498909.748,,,24,1,1572,2144331.658,4.5,Shamkya,312.872,RC.BH34.025,rc,0.14,25,73
0.05,An1,1,0.04,FALSE,0.11,3.5,498909.748,,,25,1,1573,2144331.658,7.8,Shamkya,311.872,RC.BH34.026,rc,0.2,26,76
0.06,An1,2.6,0.04,FALSE,0.14,4.2,498909.748,,,26,1,1574,2144331.658,9.3,Shamkya,310.872,RC.BH34.027,rc,0.19,27,93
0.06,An1,2.8,0.04,FALSE,0.13,4.3,498909.748,,,27,1,1575,2144331.658,5.6,Shamkya,309.872,RC.BH34.028,rc,0.34,28,99
0.03,An1,3.9,0.01,FALSE,0.41,10.9,,,,,,1576,,5.5,Shamkya,,,rc,0.15,,61
0.03,An1,0.8,0.005,TRUE,0.1,8.8,498909.748,,,28,1,1577,2144331.658,3.4,Shamkya,308.872,RC.BH34.029,rc,0.1,29,107
0.02,An1,1.1,0.01,FALSE,0.07,3.5,498909.748,,,29,1,1578,2144331.658,5.3,Shamkya,307.872,RC.BH34.030,rc,0.12,30,81
0.02,An1,3.4,,FALSE,1.35,19.7,498956.423,,,8,1,1579,2144288.232,8.1,Shamkya,325.342,RC.BH35.007,rc,0.15,9,105
0.02,An1,1.3,,FALSE,0.57,17.7,498956.423,,,9,1,1580,2144288.232,6.3,Shamkya,324.342,RC.BH35.008,rc,0.13,10,118
0.01,An1,0.5,0.005,TRUE,0.11,1.9,498956.423,,,10,1,1581,2144288.232,4.2,Shamkya,323.342,RC.BH35.009,rc,0.09,11,136
0.02,An1,1.1,0.005,TRUE,0.11,37.9,498956.423,,,11,1,1582,2144288.232,4.9,Shamkya,322.342,RC.BH35.010,rc,0.18,12,107
0.01,An1,0.8,0.005,TRUE,0.07,2.3,498956.423,,,12,1,1583,2144288.232,4.7,Shamkya,321.342,RC.BH35.011,rc,0.11,13,118
0.04,An1,2.2,0.01,FALSE,0.26,30.3,498956.423,,,13,1,1584,2144288.232,8.1,Shamkya,320.342,RC.BH35.012,rc,0.18,14,104
0.35,An1,47.5,,FALSE,8.99,99.1,498956.423,,,14,1,1585,2144288.232,10.3,Shamkya,319.342,RC.BH35.013,rc,0.57,15,82
0.04,An1,0.2,0.02,FALSE,0.24,8.1,,,,,,1586,,11.5,Shamkya,,,rc,0.07,,3
4.57,An1,121.5,20.6,FALSE,10.2,88.2,498956.423,,,15,1,1587,2144288.232,9.4,Shamkya,318.342,RC.BH35.014,rc,0.88,16,52
0.05,An1,1.5,,FALSE,0.38,6.9,498956.423,,,16,1,1588,2144288.232,5.6,Shamkya,317.342,RC.BH35.015,rc,0.11,17,82
0.28,An1,34.5,0.02,FALSE,1.44,73.4,498956.423,,,17,1,1589,2144288.232,64.3,Shamkya,316.342,RC.BH35.016,rc,0.75,18,56
0.03,An1,0.8,0.005,TRUE,0.55,21.4,498956.423,,,18,1,1590,2144288.232,8.6,Shamkya,315.342,RC.BH35.017,rc,0.12,19,91
0.07,An1,1.2,0.005,TRUE,1.07,16,498956.423,,,19,1,1591,2144288.232,12.3,Shamkya,314.342,RC.BH35.018,rc,0.12,20,99
0.06,An1,5.6,0.03,FALSE,1.67,18.6,498956.423,,,20,1,1592,2144288.232,5.9,Shamkya,313.342,RC.BH35.019,rc,0.14,21,38
0.02,An1,0.8,0.005,TRUE,0.55,11.8,498956.423,,,21,1,1593,2144288.232,4.4,Shamkya,312.342,RC.BH35.020,rc,0.08,22,76
0.04,An1,0.8,0.005,TRUE,0.7,13.2,498956.423,,,22,1,1594,2144288.232,5.3,Shamkya,311.342,RC.BH35.021,rc,0.1,23,84
0.05,An1,1.6,0.01,FALSE,0.77,24.9,498956.423,,,23,1,1595,2144288.232,12.4,Shamkya,310.342,RC.BH35.022,rc,0.1,24,39
0.14,An1,1.2,0.005,TRUE,0.83,5.4,498956.423,,,24,1,1596,2144288.232,7.5,Shamkya,309.342,RC.BH35.023,rc,0.1,25,77
0.13,An1,2.2,0.005,TRUE,0.85,27.5,498956.423,,,25,1,1597,2144288.232,16,Shamkya,308.342,RC.BH35.024,rc,0.23,26,90
0.05,An1,1.3,0.005,TRUE,0.74,25.9,498956.423,,,26,1,1598,2144288.232,7.9,Shamkya,307.342,RC.BH35.025,rc,0.12,27,101
0.03,An1,0.9,0.005,TRUE,0.25,14,498956.423,,,27,1,1599,2144288.232,15.8,Shamkya,306.342,RC.BH35.026,rc,0.09,28,127
0.05,An1,0.5,1.75,FALSE,0.47,8.7,498956.423,,,28,1,1600,2144288.232,9,Shamkya,305.342,RC.BH35.027,rc,0.1,29,82
0.42,An1,39.4,1.54,FALSE,8.05,84.8,,,,,,1601,,12,Shamkya,,,rc,0.61,,60
0.05,An1,0.7,0.005,TRUE,0.29,14.3,498956.423,,,29,1,1602,2144288.232,11.8,Shamkya,304.342,RC.BH35.028,rc,0.1,30,125
0.14,An1,1,0.005,TRUE,0.53,15.5,498956.423,,,30,1,1603,2144288.232,18.8,Shamkya,303.342,RC.BH35.029,rc,0.13,31,73
0.03,An1,0.7,0.005,TRUE,0.5,3.9,498956.423,,,31,1,1604,2144288.232,4.6,Shamkya,302.342,RC.BH35.030,rc,0.1,32,138
0.05,An1,1.2,0.005,TRUE,0.52,15.4,498956.423,,,32,1,1605,2144288.232,14.1,Shamkya,301.342,RC.BH35.031,rc,0.12,33,118
0.03,An1,0.7,0.005,TRUE,0.15,5.3,498956.423,,,33,1,1606,2144288.232,3.7,Shamkya,300.342,RC.BH35.032,rc,0.08,34,110
0.06,An1,3.7,0.01,FALSE,0.64,29.5,498956.423,,,34,1,1607,2144288.232,5.8,Shamkya,299.342,RC.BH35.033,rc,0.08,35,92
0.72,An1,10.8,0.8,FALSE,3.22,37.9,498956.423,,,35,1,1608,2144288.232,55.3,Shamkya,298.342,RC.BH35.034,rc,0.14,36,69
0.08,An1,2.1,0.02,FALSE,0.27,16.2,498956.423,,,36,1,1609,2144288.232,18.2,Shamkya,297.342,RC.BH35.035,rc,0.12,37,121
0.23,An1,3.9,0.19,FALSE,0.97,20.5,498956.423,,,37,1,1610,2144288.232,52.4,Shamkya,296.342,RC.BH35.036,rc,0.16,38,179
0.07,An1,1.2,0.005,TRUE,0.18,11.5,498956.423,,,38,1,1611,2144288.232,5,Shamkya,295.342,RC.BH35.037,rc,0.1,39,121
0.04,An1,0.9,0.005,TRUE,0.16,12.7,498956.423,,,39,1,1612,2144288.232,3.4,Shamkya,294.342,RC.BH35.038,rc,0.08,40,119
0.04,An1,0.9,0.005,TRUE,0.11,7.5,498956.423,,,40,1,1613,2144288.232,3,Shamkya,293.342,RC.BH35.039,rc,0.08,41,120
0.13,An1,1.5,0.005,TRUE,0.38,43.3,498956.423,,,41,1,1614,2144288.232,84.4,Shamkya,292.342,RC.BH35.040,rc,0.18,42,133
0.2,An1,10.1,0.19,FALSE,1.27,60.8,498956.423,,,42,1,1615,2144288.232,45.1,Shamkya,291.342,RC.BH35.041,rc,0.24,43,154
0.38,An1,5.4,0.03,FALSE,1.52,68.7,498956.423,,,43,1,1616,2144288.232,41.8,Shamkya,290.342,RC.BH35.042,rc,0.23,44,94
0.2,An1,3.6,0.07,FALSE,1.75,19.1,498956.423,,,44,1,1617,2144288.232,14.4,Shamkya,289.342,RC.BH35.043,rc,0.22,45,44
0.21,An1,4.7,0.07,FALSE,1.44,77.5,498956.423,,,45,1,1618,2144288.232,77.7,Shamkya,288.342,RC.BH35.044,rc,0.23,46,159
0.58,An1,22,0.74,FALSE,3.8,77.1,498956.423,,,46,1,1619,2144288.232,93.4,Shamkya,287.342,RC.BH35.045,rc,0.26,47,232
0.42,An1,24.7,0.43,FALSE,3.39,80.7,498956.423,,,47,1,1620,2144288.232,50.7,Shamkya,286.342,RC.BH35.046,rc,0.18,48,181
0.08,An1,4.7,0.09,FALSE,2.26,28.6,498956.423,,,48,1,1621,2144288.232,13.5,Shamkya,285.342,RC.BH35.047,rc,0.12,49,69
0.08,An1,1.2,0.02,FALSE,1.36,11.4,498956.423,,,49,1,1622,2144288.232,6,Shamkya,284.342,RC.BH35.048,rc,0.13,50,67
0.1,An6,1,0.001,TRUE,1,2,499025,,,,,543,2102599,1,Shamkya,,Q001,chip,1,,1
0.1,An6,1,0.01,TRUE,1,17,488917,,,,,544,2101703,10,Shamkya,,Q002,chip,1,,9
0.1,An6,1,0.001,TRUE,1,2,498978,,,,,545,2102719,1,Shamkya,,Q003,chip,1,,1
4.5,An6,2,0.001,TRUE,24,154,489744,,,,,546,2104904,107,Shamkya,,Q004,chip,1,,11
0.1,An6,1,0.001,TRUE,1,5,498969,,,,,547,2101973,1,Shamkya,,Q005,chip,1,,1
0.6,An6,4,0.001,TRUE,2,184,485972,,,,,548,2110154,83,Shamkya,,Q006,chip,1,,15
0.1,An6,1,0.001,TRUE,2,3,498178,,,,,549,2101767,9,Shamkya,,Q007,chip,1,,5
0.1,An6,4,0.001,TRUE,1,4,486636,,,,,550,2106696,3,Shamkya,,Q008,chip,1,,3
0.1,An6,1,0.001,TRUE,1,8,497712,,,,,551,2101374,4,Shamkya,,Q009,chip,1,,7
1.4,An6,3,0.001,TRUE,5,26,485004,,,,,552,2110471,79,Shamkya,,Q010,chip,1,,13
0.1,An6,1,0.001,TRUE,1,3,498636,,,,,553,2109052,1,Shamkya,,Q011,chip,1,,3
0.1,An6,4,0.001,TRUE,1,8,469613,,,,,554,2107568,1,Shamkya,,Q012,chip,1,,1
0.1,An6,1,0.001,TRUE,1,5,498624,,,,,555,2108530,7,Shamkya,,Q013,chip,1,,17
0.1,An6,10,0.001,TRUE,1,3,473491,,,,,556,2107688,10,Shamkya,,Q014,chip,1,,35
0.1,An6,3,0.001,TRUE,1,5,487805,,,,,557,2105128,7,Shamkya,,Q015,chip,1,,16
0.1,An6,2,0.001,TRUE,1,22,472492,,,,,558,2106689,3,Shamkya,,Q016,chip,1,,6
0.1,An6,1,0.001,TRUE,1,2,477860,,,,,559,2106178,1,Shamkya,,Q017,chip,1,,1
0.1,An6,2,0.001,TRUE,1,10,471378,,,,,560,2105803,10,Shamkya,,Q018,chip,1,,11
0.1,An6,1,0.001,TRUE,1,2,471618,,,,,561,2104785,1,Shamkya,,Q019,chip,1,,1
0.3,An6,1,0.001,TRUE,3,5,464437,,,,,562,2107607,14,Shamkya,,Q020,chip,1,,4
0.1,An6,1,0.001,TRUE,1,3,474923,,,,,563,2107510,3,Shamkya,,Q021,chip,1,,4
0.1,An6,4,0.001,TRUE,1,8,464377,,,,,564,2106143,1,Shamkya,,Q022,chip,1,,2
0.1,An6,1,0.001,TRUE,1,3,470672,,,,,565,2105918,2,Shamkya,,Q023,chip,1,,8
0.1,An6,2,0.001,TRUE,1,6,465976,,,,,566,2104864,1,Shamkya,,Q024,chip,1,,2
0.1,An6,5,0.001,TRUE,1,43,456570,,,,,567,2108343,6,Shamkya,,Q025,chip,1,,39
0.1,An6,5,0.001,TRUE,1,35,466798,,,,,568,2105512,1,Shamkya,,Q026,chip,1,,3
0.1,An6,1,0.001,TRUE,1,25,465200,,,,,569,2110386,1,Shamkya,,Q027,chip,1,,4
0.5,An6,1,0.001,TRUE,19,17,466923,,,,,570,2107127,54,Shamkya,,Q028,chip,1,,1
0.1,An6,1,0.02,TRUE,1,3,457855,,,,,571,2112775,1,Shamkya,,Q029,chip,1,,1
0.1,An6,139,0.001,TRUE,1,4,466357,,,,,572,2103109,2,Shamkya,,Q030,chip,1,,16
0.1,An6,1,0.01,TRUE,1,36,466414,,,,,573,2103075,3,Shamkya,,Q031,chip,1,,3
33,An6,12,0.01,TRUE,167,59,460749,,,,,574,2108362,731,Shamkya,,Q032,chip,1,,5
0.1,An6,1,0.001,TRUE,1,77,467575,,,,,575,2103016,1,Shamkya,,Q033,chip,1,,2
0.2,An6,4,0.01,TRUE,2,35,476273,,,,,576,2117983,2,Shamkya,,Q034,chip,1,,2
0.1,An6,1,0.001,TRUE,1,9,470793,,,,,577,2103486,6,Shamkya,,Q035,chip,1,,43
0.1,An6,2,0.001,TRUE,1,3,474686,,,,,578,2117760,1,Shamkya,,Q036,chip,1,,3
0.1,An6,1,0.001,TRUE,1,3,472395,,,,,579,2102192,2,Shamkya,,Q037,chip,1,,1
0.1,An6,1,0.001,TRUE,1,2,459233,,,,,580,2107453,1,Shamkya,,Q038,chip,1,,2
0.1,An6,5,0.001,TRUE,1,4,473064,,,,,581,2117144,1,Shamkya,,Q039,chip,1,,2
0.1,An6,4,0.001,TRUE,1,9,464154,,,,,582,2110235,2,Shamkya,,Q040,chip,1,,2
0.1,An6,2,0.001,TRUE,1,24,463053,,,,,583,2108462,2,Shamkya,,Q041,chip,1,,2
0.1,An6,1,0.001,TRUE,1,2,473364,,,,,584,2117151,1,Shamkya,,Q042,chip,1,,1
0.1,An6,1,0.001,TRUE,1,16,462436,,,,,585,2108541,1,Shamkya,,Q043,chip,1,,1
0.3,An6,5,0.001,TRUE,4,12,470729,,,,,586,2114873,157,Shamkya,,Q044,chip,1,,17
0.1,An6,6,0.001,TRUE,1,27,477215,,,,,587,2118464,11,Shamkya,,Q045,chip,1,,97
0.1,An6,1,0.001,TRUE,1,2,489287,,,,,588,2111348,2,Shamkya,,Q046,chip,1,,3
0.1,An6,1,0.001,TRUE,1,15,473685,,,,,589,2118463,1,Shamkya,,Q047,chip,1,,1
0.1,An6,9,0.001,TRUE,1,30,492740,,,,,590,2118062,8,Shamkya,,Q048,chip,1,,48
0.1,An6,2,0.001,TRUE,1,11,470297,,,,,591,2117604,1,Shamkya,,Q049,chip,1,,3
0.1,An6,8,0.001,TRUE,1,10,472808,,,,,592,2124486,1,Shamkya,,Q050,chip,1,,7
0.1,An6,1,0.001,TRUE,1,2,471224,,,,,593,2115812,1,Shamkya,,Q051,chip,1,,1
0.1,An6,10,0.001,TRUE,1,3,475634,,,,,594,2121400,10,Shamkya,,Q052,chip,1,,4
0.2,An6,308,0.01,TRUE,1,51,471991,,,,,595,2115213,9,Shamkya,,Q053,chip,1,,9
0.4,An6,7,0.001,TRUE,2,50,473720,,,,,596,2128154,6,Shamkya,,Q054,chip,1,,1
0.1,An6,1,0.001,TRUE,1,2,475091,,,,,597,2114019,2,Shamkya,,Q055,chip,1,,1
0.1,An6,14,0.001,TRUE,1,16,497800,,,,,598,2125356,2,Shamkya,,Q056,chip,1,,17
0.1,An6,1,0.001,TRUE,1,5,483183,,,,,599,2112316,1,Shamkya,,Q057,chip,1,,2
0.1,An6,118,0.001,TRUE,1,12,496152,,,,,600,2125999,4,Shamkya,,Q058,chip,1,,4
0.1,An6,5,0.001,TRUE,1,25,485882,,,,,601,2113361,7,Shamkya,,Q059,chip,1,,59
0.1,An6,1,0.001,TRUE,1,2,487729,,,,,602,2127361,1,Shamkya,,Q060,chip,1,,1
0.1,An6,1,0.001,TRUE,1,3,485807,,,,,603,2127940,1,Shamkya,,Q061,chip,1,,1
0.1,An6,5,0.001,TRUE,1,5,484372,,,,,604,2118662,2,Shamkya,,Q062,chip,1,,4
0.1,An6,2,0.001,TRUE,1,4,482354,,,,,605,2136190,1,Shamkya,,Q063,chip,1,,3
0.1,An6,1,0.001,TRUE,1,3,471338,,,,,606,2120874,2,Shamkya,,Q064,chip,1,,2
0.1,An6,84,0.01,TRUE,2,3,492191,,,,,607,2137896,9,Shamkya,,Q065,chip,1,,3
0.1,An6,1,0.001,TRUE,1,8,470423,,,,,608,2120912,6,Shamkya,,Q066,chip,1,,4
0.1,An6,8,0.001,TRUE,1,7,488669,,,,,609,2137115,2,Shamkya,,Q067,chip,1,,11
0.1,An6,16,0.001,TRUE,1,10,470043,,,,,610,2123890,8,Shamkya,,Q068,chip,1,,4
